Goals,Deaths,Reward,Step 
577,513,1.068966,159815
577,514,-1,159920
578,514,1.071942,160060
579,514,1.087719,160175
580,514,1.066225,160330
581,514,1.093458,160440
582,514,1.070922,160585
582,515,-1,160695
583,515,1.055866,160875
584,515,1.09901,160980
585,515,1.071429,161120
586,515,1.087719,161235
586,516,-1,161410
587,516,1.095238,161515
587,517,-1,161650
588,517,1.068493,161800
589,517,1.089286,161915
590,517,1.081301,162040
591,517,1.09009,162155
592,517,1.111111,162245
592,518,-1,162360
593,518,1.071942,162500
594,518,1.098039,162605
595,518,1.075758,162740
596,518,1.091743,162850
596,519,-1,162985
596,520,-1,163220
596,521,-1,163310
597,521,1.05848,163485
597,522,-1,163610
598,522,1.121951,163695
599,522,1.08,163820
600,522,1.053763,164010
601,522,1.125,164090
602,522,1.071942,164230
602,523,-1,164360
602,524,-1,164540
603,524,1.131579,164620
604,524,1.059524,164790
604,525,-1,164960
604,526,-1,165100
604,527,-1,165250
605,527,1.09901,165355
606,527,1.084746,165475
607,527,1.079365,165605
608,527,1.074627,165740
608,528,-1,165900
608,529,-1,166075
608,530,-1,166185
609,530,1.084746,166305
610,530,1.090909,166415
610,531,-1,166515
611,531,1.081301,166640
612,531,1.087719,166755
613,531,1.075188,166890
614,531,1.08547,167010
615,531,1.033898,167305
616,531,1.105263,167400
617,531,1.088496,167515
618,531,1.123457,167600
619,531,1.04902,167805
619,532,-1,167910
620,532,1.09434,168020
620,533,-1,168220
621,533,1.10101,168320
622,533,1.089286,168435
623,533,1.102041,168535
624,533,1.044053,168765
625,533,1.075758,168900
626,533,1.087719,169015
627,533,1.1,169115
627,534,-1,169245
627,535,-1,169395
628,535,1.059172,169565
628,536,-1,169655
628,537,-1,169760
628,538,-1,169855
629,538,1.064103,170015
629,539,-1,170155
630,539,1.073529,170295
631,539,1.093458,170405
631,540,-1,170535
632,540,1.117647,170620
633,540,1.121951,170705
634,540,1.098039,170810
635,540,1.081967,170935
636,540,1.123457,171020
637,540,1.103093,171120
638,540,1.102041,171220
639,540,1.1,171320
640,540,1.086207,171440
641,540,1.138889,171515
642,540,1.108696,171610
642,541,-1,171790
643,541,1.080645,171915
644,541,1.09901,172020
645,541,1.126582,172100
646,541,1.083333,172220
647,541,1.11236,172310
647,542,-1,172420
648,542,1.048544,172630
648,543,-1,172750
648,544,-1,172955
649,544,1.09901,173060
650,544,1.072464,173200
651,544,1.142857,173270
651,545,-1,173445
652,545,1.048309,173655
653,545,1.065789,173810
654,545,1.09901,173915
654,546,-1,174105
655,546,1.147059,174175
655,547,-1,174335
656,547,1.117647,174420
657,547,1.068966,174565
658,547,1.114943,174655
659,547,1.083333,174775
660,547,1.074627,174910
661,547,1.10989,175005
661,548,-1,175170
662,548,1.117647,175255
663,548,1.088496,175370
663,549,-1,175575
663,550,-1,175680
663,551,-1,175925
664,551,1.071942,176065
664,552,-1,176230
665,552,1.081301,176355
666,552,1.056497,176535
667,552,1.126582,176615
668,552,1.123457,176700
669,552,1.063291,176860
670,552,1.074074,176995
670,553,-1,177215
671,553,1.072464,177355
672,553,1.0625,177515
672,554,-1,177705
673,554,1.074074,177840
673,555,-1,177965
674,555,1.114943,178055
675,555,1.11236,178145
676,555,1.086207,178265
677,555,1.09901,178370
677,556,-1,178515
678,556,1.058824,178685
679,556,1.102041,178785
680,556,1.064103,178945
680,557,-1,179135
681,557,1.054645,179320
682,557,1.070423,179465
683,557,1.108696,179560
684,557,1.11236,179650
685,557,1.102041,179750
685,558,-1,179860
686,558,1.142857,179930
687,558,1.05291,180120
688,558,1.090909,180230
689,558,1.095238,180335
689,559,-1,180455
690,559,1.060976,180620
690,560,-1,180725
